ID,Estimated Speedup [%],Function Name,Demangled Name,Duration [us],Runtime Improvement [us],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread],Grid Size,Block Size [block]
152,0.00,bitonic_sort_step,bitonic_sort_step..,"25,47","0,00","16,75","84,55",26," 4096,    1,    1","  512,    1,    1"
153,0.00,bitonic_sort_step,bitonic_sort_step..,"43,33","0,00","11,00","89,90",26," 4096,    1,    1","  512,    1,    1"
154,0.00,bitonic_sort_step,bitonic_sort_step..,"43,97","0,00","10,89","88,93",26," 4096,    1,    1","  512,    1,    1"
155,0.00,bitonic_sort_step,bitonic_sort_step..,"40,67","0,00","10,80","89,18",26," 4096,    1,    1","  512,    1,    1"
156,0.00,bitonic_sort_step,bitonic_sort_step..,"42,82","0,00","10,83","89,38",26," 4096,    1,    1","  512,    1,    1"
157,0.00,bitonic_sort_step,bitonic_sort_step..,"41,47","0,00","10,81","88,91",26," 4096,    1,    1","  512,    1,    1"
158,0.00,bitonic_sort_step,bitonic_sort_step..,"40,77","0,00","10,69","88,86",26," 4096,    1,    1","  512,    1,    1"
159,0.00,bitonic_sort_step,bitonic_sort_step..,"43,58","0,00","10,89","88,32",26," 4096,    1,    1","  512,    1,    1"
160,0.00,bitonic_sort_step,bitonic_sort_step..,"42,50","0,00","11,02","89,39",26," 4096,    1,    1","  512,    1,    1"
161,0.00,bitonic_sort_step,bitonic_sort_step..,"42,40","0,00","10,88","87,41",26," 4096,    1,    1","  512,    1,    1"
162,0.00,bitonic_sort_step,bitonic_sort_step..,"39,78","0,00","11,06","87,28",26," 4096,    1,    1","  512,    1,    1"
163,0.00,bitonic_sort_step,bitonic_sort_step..,"37,76","0,00","11,44","87,86",26," 4096,    1,    1","  512,    1,    1"
164,7.11,bitonic_sort_step,bitonic_sort_step..,"33,89","2,41","12,15","86,82",26," 4096,    1,    1","  512,    1,    1"
165,0.00,bitonic_sort_step,bitonic_sort_step..,"31,01","0,00","12,38","86,01",26," 4096,    1,    1","  512,    1,    1"
166,0.00,bitonic_sort_step,bitonic_sort_step..,"29,02","0,00","17,90","83,87",26," 4096,    1,    1","  512,    1,    1"
167,0.00,bitonic_sort_step,bitonic_sort_step..,"27,87","0,00","18,43","83,73",26," 4096,    1,    1","  512,    1,    1"
168,0.00,bitonic_sort_step,bitonic_sort_step..,"26,66","0,00","18,41","84,91",26," 4096,    1,    1","  512,    1,    1"
169,0.00,bitonic_sort_step,bitonic_sort_step..,"26,18","0,00","17,96","83,59",26," 4096,    1,    1","  512,    1,    1"
