ID,Estimated Speedup [%],Function Name,Demangled Name,Duration [ms],Runtime Improvement [ms],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread],Grid Size,Block Size [block]
140,0.00,bitonic_sort_step,bitonic_sort_step..,"4,59","0,00","6,40","86,63",26,"262144,    1,    1","  512,    1,    1"
141,0.00,bitonic_sort_step,bitonic_sort_step..,"4,64","0,00","6,35","86,08",26,"262144,    1,    1","  512,    1,    1"
142,0.00,bitonic_sort_step,bitonic_sort_step..,"4,76","0,00","6,24","85,21",26,"262144,    1,    1","  512,    1,    1"
143,0.00,bitonic_sort_step,bitonic_sort_step..,"4,91","0,00","6,14","82,82",26,"262144,    1,    1","  512,    1,    1"
144,0.00,bitonic_sort_step,bitonic_sort_step..,"5,16","0,00","6,01","79,47",26,"262144,    1,    1","  512,    1,    1"
145,0.00,bitonic_sort_step,bitonic_sort_step..,"5,53","0,00","5,88","75,38",26,"262144,    1,    1","  512,    1,    1"
146,0.00,bitonic_sort_step,bitonic_sort_step..,"5,30","0,00","6,79","78,87",26,"262144,    1,    1","  512,    1,    1"
147,0.00,bitonic_sort_step,bitonic_sort_step..,"6,28","0,00","6,75","70,53",26,"262144,    1,    1","  512,    1,    1"
148,0.00,bitonic_sort_step,bitonic_sort_step..,"5,46","0,00","14,17","83,20",26,"262144,    1,    1","  512,    1,    1"
149,0.00,bitonic_sort_step,bitonic_sort_step..,"5,98","0,00","12,90","80,03",26,"262144,    1,    1","  512,    1,    1"
150,0.00,bitonic_sort_step,bitonic_sort_step..,"6,11","0,00","11,94","80,82",26,"262144,    1,    1","  512,    1,    1"
151,0.00,bitonic_sort_step,bitonic_sort_step..,"5,44","0,00","12,22","69,61",26,"262144,    1,    1","  512,    1,    1"
152,0.00,bitonic_sort_step,bitonic_sort_step..,"3,98","0,00","12,34","70,46",26,"262144,    1,    1","  512,    1,    1"
153,0.00,bitonic_sort_step,bitonic_sort_step..,"4,63","0,00","6,42","86,17",26,"262144,    1,    1","  512,    1,    1"
154,0.00,bitonic_sort_step,bitonic_sort_step..,"4,53","0,00","6,43","88,11",26,"262144,    1,    1","  512,    1,    1"
155,0.00,bitonic_sort_step,bitonic_sort_step..,"4,60","0,00","6,44","86,86",26,"262144,    1,    1","  512,    1,    1"
156,0.00,bitonic_sort_step,bitonic_sort_step..,"4,57","0,00","6,40","87,31",26,"262144,    1,    1","  512,    1,    1"
157,0.00,bitonic_sort_step,bitonic_sort_step..,"4,53","0,00","6,41","87,40",26,"262144,    1,    1","  512,    1,    1"
158,0.00,bitonic_sort_step,bitonic_sort_step..,"4,60","0,00","6,39","86,50",26,"262144,    1,    1","  512,    1,    1"
159,0.00,bitonic_sort_step,bitonic_sort_step..,"4,64","0,00","6,36","86,48",26,"262144,    1,    1","  512,    1,    1"
160,0.00,bitonic_sort_step,bitonic_sort_step..,"4,75","0,00","6,24","84,71",26,"262144,    1,    1","  512,    1,    1"
161,0.00,bitonic_sort_step,bitonic_sort_step..,"4,90","0,00","6,13","82,74",26,"262144,    1,    1","  512,    1,    1"
162,0.00,bitonic_sort_step,bitonic_sort_step..,"5,19","0,00","5,98","79,39",26,"262144,    1,    1","  512,    1,    1"
