ID,Estimated Speedup [%],Function Name,Demangled Name,Duration [us],Runtime Improvement [us],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread],Grid Size,Block Size [block]
139,17.59,bitonic_sort_step,bitonic_sort_step..,"6,62","1,17","4,94","38,05",26,"  256,    1,    1","  512,    1,    1"
140,18.26,bitonic_sort_step,bitonic_sort_step..,"6,50","1,19","4,86","38,28",26,"  256,    1,    1","  512,    1,    1"
141,18.02,bitonic_sort_step,bitonic_sort_step..,"6,50","1,17","4,57","37,02",26,"  256,    1,    1","  512,    1,    1"
142,16.90,bitonic_sort_step,bitonic_sort_step..,"6,34","1,07","4,81","38,61",26,"  256,    1,    1","  512,    1,    1"
143,18.22,bitonic_sort_step,bitonic_sort_step..,"6,30","1,15","4,74","37,89",26,"  256,    1,    1","  512,    1,    1"
144,11.71,bitonic_sort_step,bitonic_sort_step..,"6,02","0,70","4,82","39,66",26,"  256,    1,    1","  512,    1,    1"
145,12.80,bitonic_sort_step,bitonic_sort_step..,"6,21","0,79","4,87","38,58",26,"  256,    1,    1","  512,    1,    1"
146,17.30,bitonic_sort_step,bitonic_sort_step..,"6,21","1,07","4,78","38,40",26,"  256,    1,    1","  512,    1,    1"
147,17.75,bitonic_sort_step,bitonic_sort_step..,"6,30","1,12","4,88","37,52",26,"  256,    1,    1","  512,    1,    1"
148,12.89,bitonic_sort_step,bitonic_sort_step..,"6,11","0,79","8,74","33,95",26,"  256,    1,    1","  512,    1,    1"
149,10.19,bitonic_sort_step,bitonic_sort_step..,"6,14","0,63","8,48","29,72",26,"  256,    1,    1","  512,    1,    1"
150,10.73,bitonic_sort_step,bitonic_sort_step..,"6,02","0,65","7,96","28,12",26,"  256,    1,    1","  512,    1,    1"
151,11.48,bitonic_sort_step,bitonic_sort_step..,"5,98","0,69","7,28","25,39",26,"  256,    1,    1","  512,    1,    1"
152,11.65,bitonic_sort_step,bitonic_sort_step..,"5,98","0,70","5,95","24,41",26,"  256,    1,    1","  512,    1,    1"
153,50.00,partial_spmv,partial_spmv..double..,"19,49","9,74","24,26","20,97",24," 3682,    1,    1","   32,    1,    1"
154,13.09,sum_and_store,sum_and_store..double..,"5,76","0,75","0,93","8,89",38,"  124,    1,    1","   32,    1,    1"
155,50.00,partial_spmv,partial_spmv..double..,"19,49","9,74","24,39","21,09",24," 3682,    1,    1","   32,    1,    1"
156,12.68,sum_and_store,sum_and_store..double..,"5,66","0,72","0,93","9,04",38,"  124,    1,    1","   32,    1,    1"
157,50.00,partial_spmv,partial_spmv..double..,"19,39","9,70","24,23","20,95",24," 3682,    1,    1","   32,    1,    1"
158,12.68,sum_and_store,sum_and_store..double..,"5,70","0,72","0,90","8,84",38,"  124,    1,    1","   32,    1,    1"
159,50.00,partial_spmv,partial_spmv..double..,"19,39","9,70","24,56","21,23",24," 3682,    1,    1","   32,    1,    1"
160,12.68,sum_and_store,sum_and_store..double..,"5,60","0,71","0,91","9,10",38,"  124,    1,    1","   32,    1,    1"
161,50.00,partial_spmv,partial_spmv..double..,"19,71","9,86","24,22","20,94",24," 3682,    1,    1","   32,    1,    1"
162,12.68,sum_and_store,sum_and_store..double..,"5,63","0,71","0,93","9,03",38,"  124,    1,    1","   32,    1,    1"
163,50.00,partial_spmv,partial_spmv..double..,"19,26","9,63","24,19","20,92",24," 3682,    1,    1","   32,    1,    1"
164,12.68,sum_and_store,sum_and_store..double..,"5,73","0,73","0,95","8,94",38,"  124,    1,    1","   32,    1,    1"
165,50.00,partial_spmv,partial_spmv..double..,"19,39","9,70","24,31","21,02",24," 3682,    1,    1","   32,    1,    1"
166,12.68,sum_and_store,sum_and_store..double..,"5,73","0,73","0,94","8,87",38,"  124,    1,    1","   32,    1,    1"
167,50.00,partial_spmv,partial_spmv..double..,"19,42","9,71","24,20","20,92",24," 3682,    1,    1","   32,    1,    1"
168,12.68,sum_and_store,sum_and_store..double..,"5,63","0,71","0,94","9,07",38,"  124,    1,    1","   32,    1,    1"
169,50.00,partial_spmv,partial_spmv..double..,"19,46","9,73","24,59","21,26",24," 3682,    1,    1","   32,    1,    1"
